area_id,area_name,city,area_type,locality_type,pincode,retail_shops,restaurants,banks_atms,medical_facilities,educational_centers,parking_lots,vacant_shops,pedestrian_count_15min,vehicle_count_15min,footfall_intensity,road_condition,street_lighting,cleanliness,avg_daily_customers,avg_transaction_value,monthly_rent,business_growth,property_price_sqft,residential_rent_1bhk,property_trend,google_rating,google_reviews_count,zomato_restaurants,population_estimate,last_survey_date,competition_level,parking_availability,main_issue,news_mentions_6months,col,monthly_rent_capped,property_price_sqft_capped,business_density,business_density_score,total_footfall,footfall_score,infrastructure_score,property_value_score,digital_presence_score,growth_momentum_score,competition_score,vacancy_rate,occupancy_score,economic_health_score,investment_category,recommended_business,risk_score,expected_return
AREA_056,Baltana,Mohali,Urban,Commercial,142133.0,64.0,27.0,,6,4,,4.0,265.0,88.0,High,4.0,4,4.0,85.0,774.6,38072.0,Declining,6795.0,,Stable,3.7,,,40337.0,2025-01-15,High,Easy,High rent,,38072.0,38072.0,6795.0,,,309.0,81.64,80.0,85.5,74.0,20,30,5.88,94.12,,Low Potential,"Essential Services, Kirana, Mobile Recharge",10.12,
AREA_057,Lohgarh,Amritsar,Rural,Mixed,142667.0,10.0,4.0,6.0,1,3,3.0,0.0,33.0,11.0,Low,3.0,2,3.0,18.0,506.0,5108.0,Declining,2892.0,3064.0,Falling,4.0,1801.0,4.0,19658.0,2025-01-15,Low,Difficult,parking shortage,0.0,5108.0,5845.0,2892.0,20.0,18.69,38.5,10.17,53.33,36.39,80.0,20,100,0.0,100.0,38.93,Low Potential,"Essential Services, Kirana, Mobile Recharge",14.0,37.91
AREA_058,Gazipur,Jalandhar,Semi-Urban,Mixed,149816.0,29.0,10.0,7.0,4,3,1.0,1.0,98.0,54.0,Medium,4.0,3,3.0,51.0,1208.0,21871.0,Stable,4431.0,13122.0,Falling,3.8,2088.0,10.0,29245.0,2025-01-21,Low,Difficult,Poor infrastructure,14.0,21871.0,21871.0,4431.0,46.0,42.99,125.0,33.03,66.67,55.76,76.0,60,100,3.33,96.67,57.84,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",12.33,57.01
AREA_059,Ambala Cantt,Karnal,Rural,Mixed,142843.0,13.0,6.0,2.0,6,4,1.0,0.0,41.0,18.0,Low,2.0,2,2.0,14.0,748.0,5648.0,Declining,2678.0,3388.0,Stable,4.7,855.0,6.0,5779.0,2025-01-06,High,Difficult,Low footfall,2.0,5648.0,5845.0,2678.0,21.0,19.63,50.0,13.21,40.0,33.7,94.0,20,30,0.0,100.0,31.75,Low Potential,"Essential Services, Kirana, Mobile Recharge",18.0,32.53
AREA_060,Ambala City Market,Panchkula,Semi-Urban,Residential,147217.0,26.0,12.0,3.0,3,2,2.0,4.0,111.0,56.0,Medium,4.0,4,3.0,46.0,1161.0,20774.0,Declining,4072.0,12464.0,Rising,3.9,1973.0,12.0,22601.0,2025-01-21,Medium,Easy,High rent,11.0,20774.0,20774.0,4072.0,41.0,38.32,139.0,36.72,73.33,51.24,78.0,20,60,13.33,86.67,48.22,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.33,49.43
AREA_061,Saha,Patiala,Urban,Mixed,143428.0,42.0,19.0,7.0,5,3,5.0,4.0,146.0,93.0,Medium,5.0,5,3.0,92.0,903.0,29975.0,Stable,5094.0,17985.0,Stable,4.0,1811.0,19.0,35037.0,2025-01-28,Low,Moderate,parking shortage,16.0,29975.0,29975.0,5094.0,68.0,63.55,192.5,50.86,86.67,64.1,80.0,60,100,8.7,91.3,69.56,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",10.09,67.38
AREA_062,Naraingarh,Solan,Semi-Urban,Commercial,144476.0,21.0,15.0,5.0,5,2,,3.0,91.0,38.0,Medium,3.0,3,3.0,39.0,1266.0,18867.0,Declining,4876.0,11320.0,Stable,4.4,,15.0,24015.0,2025-01-12,Low,Easy,High rent,,18867.0,18867.0,4876.0,41.0,38.32,110.0,29.06,60.0,61.36,88.0,20,100,12.5,87.5,51.06,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",20.75,55.18
AREA_063,Shahzadpur,Solan,Rural,Mixed,144635.0,5.0,5.0,9.0,6,3,0.0,0.0,35.0,24.0,Low,2.0,3,3.0,22.0,845.0,9341.0,Declining,2542.0,5604.0,Falling,3.4,1884.0,5.0,8433.0,2025-01-19,Low,Easy,parking shortage,7.0,9341.0,9341.0,2542.0,19.0,17.76,47.0,12.42,53.33,31.99,68.0,20,100,0.0,100.0,37.43,Low Potential,"Essential Services, Kirana, Mobile Recharge",14.0,35.25
AREA_064,Rajpura,Panchkula,Urban,Commercial,140744.0,59.0,31.0,5.0,9,3,3.0,10.0,275.0,122.0,High,5.0,4,3.0,129.0,1414.0,48204.0,Stable,6598.0,28922.0,Stable,4.3,985.0,31.0,34474.0,2025-01-23,Low,Difficult,Low footfall,6.0,48204.0,48204.0,6598.0,95.0,88.79,336.0,88.77,80.0,83.03,86.0,60,100,14.49,85.51,83.3,High Potential,"Premium F&B, Tech Retail, Co-working",16.14,83.19
AREA_065,Nabha,Amritsar,Semi-Urban,Commercial,142023.0,30.0,13.0,3.0,5,3,1.0,1.0,69.0,22.0,Medium,3.0,4,3.0,36.0,810.0,16028.0,Growing,4084.0,9616.0,Falling,3.2,544.0,13.0,18452.0,2025-01-17,Low,Easy,High rent,0.0,16028.0,16028.0,4084.0,46.0,42.99,80.0,21.14,66.67,51.39,64.0,100,100,3.23,96.77,59.97,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",12.26,56.54
AREA_066,Samana,Panchkula,Semi-Urban,Commercial,140030.0,27.0,11.0,3.0,6,5,2.0,3.0,88.0,60.0,Medium,4.0,4,3.0,52.0,1354.0,12239.0,Growing,4913.0,7343.0,Rising,4.5,550.0,11.0,30092.0,2025-01-11,Low,Easy,parking shortage,0.0,12239.0,12239.0,4913.0,41.0,38.32,118.0,31.18,73.33,61.82,90.0,100,100,10.0,90.0,65.69,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",15.0,64.14
AREA_067,Patran,Amritsar,Rural,Commercial,147181.0,12.0,3.0,7.0,1,3,0.0,1.0,30.0,11.0,Low,2.0,3,2.0,15.0,1189.0,6346.0,Growing,2158.0,3807.0,Stable,3.8,1342.0,3.0,8419.0,2025-01-10,Low,Difficult,Poor infrastructure,1.0,6346.0,6346.0,2440.0,22.0,20.56,35.5,9.38,46.67,27.15,76.0,100,100,7.69,92.31,48.66,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",21.38,40.06
AREA_068,Ferozepur Road,Panchkula,Semi-Urban,Commercial,145320.0,31.0,9.0,7.0,1,2,0.0,5.0,102.0,53.0,Medium,3.0,3,2.0,59.0,925.0,14271.0,Growing,4024.0,8562.0,Falling,3.3,2052.0,9.0,23358.0,2025-01-25,Low,Difficult,High rent,4.0,14271.0,14271.0,4024.0,47.0,43.93,128.5,33.95,53.33,50.64,66.0,100,100,13.89,86.11,60.57,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",23.72,56.6
AREA_069,Model Town,Ambala,Rural,Commercial,149293.0,12.0,6.0,5.0,1,4,3.0,0.0,36.0,11.0,Low,3.0,2,2.0,24.0,553.0,9009.0,Growing,2916.0,5405.0,Stable,3.6,1177.0,6.0,23742.0,2025-01-16,Low,Moderate,High rent,1.0,9009.0,9009.0,2916.0,23.0,21.5,41.5,10.96,46.67,36.69,72.0,100,100,0.0,100.0,49.88,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",16.0,44.6
AREA_070,Civil Lines,Zirakpur,Urban,Commercial,149728.0,47.0,34.0,8.0,4,6,2.0,4.0,254.0,121.0,High,5.0,4,4.0,81.0,978.0,33089.0,Declining,6903.0,19853.0,Rising,4.4,1939.0,34.0,43917.0,2025-01-12,High,Moderate,parking shortage,19.0,33089.0,33089.0,6903.0,89.0,83.18,314.5,83.09,86.67,86.86,88.0,20,30,7.84,92.16,69.82,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",9.49,76.64
AREA_071,PAU Campus,Mohali,Semi-Urban,Mixed,142125.0,26.0,8.0,7.0,3,5,3.0,1.0,94.0,49.0,Medium,3.0,4,3.0,65.0,944.0,13829.0,Declining,4100.0,8297.0,Stable,3.9,1238.0,8.0,31320.0,2025-01-27,Low,Easy,parking shortage,0.0,13829.0,13829.0,4100.0,41.0,38.32,118.5,31.31,66.67,51.59,78.0,20,100,3.7,96.3,50.29,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",12.59,50.81
AREA_072,Dugri,Zirakpur,Semi-Urban,Residential,142638.0,24.0,9.0,5.0,6,1,,3.0,104.0,67.0,Medium,4.0,3,3.0,34.0,675.0,13124.0,Growing,4580.0,7874.0,Stable,4.2,927.0,9.0,19337.0,2025-01-13,High,Easy,High rent,,13124.0,13124.0,4580.0,38.0,35.51,137.5,36.33,66.67,57.63,84.0,100,30,11.11,88.89,56.96,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.78,57.23
AREA_073,Sarabha Nagar,Chandigarh,Rural,Mixed,149992.0,9.0,5.0,2.0,6,5,2.0,0.0,37.0,22.0,Low,3.0,3,3.0,12.0,1478.0,5096.0,Stable,2547.0,3057.0,Stable,3.2,858.0,5.0,12732.0,2025-01-11,Medium,Difficult,High rent,2.0,5096.0,5845.0,2547.0,16.0,14.95,48.0,12.68,60.0,32.05,64.0,60,60,0.0,100.0,39.52,Low Potential,"Essential Services, Kirana, Mobile Recharge",12.0,36.53
AREA_074,Rajguru Nagar,Chandigarh,Urban,Commercial,140480.0,68.0,27.0,10.0,7,4,3.0,13.0,273.0,179.0,High,5.0,5,4.0,120.0,890.0,38475.0,Stable,6221.0,23085.0,Rising,3.8,1518.0,27.0,30124.0,2025-01-13,High,Easy,High rent,13.0,38475.0,38475.0,6221.0,105.0,98.13,362.5,95.77,93.33,78.28,76.0,60,30,16.05,83.95,79.86,High Potential,"Premium F&B, Tech Retail, Co-working",13.24,79.23
AREA_075,Model Town JL,Patiala,Urban,Residential,148970.0,10.0,2.0,8.0,5,7,4.0,0.0,37.0,13.0,Medium,4.0,5,3.0,12.0,1026.0,6893.0,Growing,2997.0,4135.0,Stable,4.4,2019.0,2.0,36997.0,2025-01-17,Low,Easy,High rent,13.0,6893.0,6893.0,2997.0,20.0,18.69,43.5,11.49,80.0,37.71,88.0,100,100,0.0,100.0,56.13,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",6.0,48.76
AREA_076,Civil Lines JL,Ludhiana,Semi-Urban,Commercial,148934.0,24.0,11.0,2.0,1,4,3.0,2.0,87.0,30.0,Medium,4.0,3,2.0,45.0,1486.0,20076.0,Growing,4471.0,12045.0,Rising,3.4,517.0,11.0,32951.0,2025-01-20,High,Moderate,High rent,2.0,20076.0,20076.0,4471.0,37.0,34.58,102.0,26.95,60.0,56.26,68.0,100,30,7.69,92.31,52.32,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",17.38,53.9
AREA_077,GT Road Jalandhar,Chandigarh,Urban,Mixed,148147.0,44.0,12.0,8.0,7,6,2.0,2.0,191.0,110.0,Medium,4.0,4,3.0,129.0,729.0,24419.0,Growing,5172.0,14651.0,Rising,3.7,970.0,12.0,44776.0,2025-01-26,High,Difficult,parking shortage,5.0,24419.0,24419.0,5172.0,64.0,59.81,246.0,64.99,73.33,65.08,74.0,100,30,4.35,95.65,67.87,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",11.05,66.75
AREA_078,Nakodar,Panchkula,Semi-Urban,Commercial,141733.0,23.0,8.0,8.0,4,1,1.0,4.0,90.0,49.0,Medium,3.0,4,3.0,40.0,1193.0,20424.0,Declining,3858.0,12254.0,Falling,3.7,1360.0,8.0,19737.0,2025-01-17,Low,Easy,Poor infrastructure,5.0,20424.0,20424.0,3858.0,39.0,36.45,114.5,30.25,66.67,48.55,74.0,20,100,14.81,85.19,48.96,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",20.37,48.8
AREA_079,Phillaur,Chandigarh,Urban,Commercial,140715.0,69.0,21.0,6.0,8,3,3.0,13.0,265.0,85.0,High,5.0,4,4.0,108.0,523.0,43088.0,Growing,6404.0,25852.0,Falling,3.4,2441.0,21.0,48453.0,2025-01-27,Low,Moderate,High rent,7.0,43088.0,43088.0,6404.0,96.0,89.72,307.5,81.24,86.67,80.58,68.0,100,100,15.85,84.15,87.04,High Potential,"Premium F&B, Tech Retail, Co-working",15.09,84.46
AREA_080,Golden Temple Area,Chandigarh,Rural,Commercial,148230.0,14.0,6.0,2.0,5,4,1.0,0.0,40.0,16.0,Low,2.0,3,3.0,26.0,1358.0,8945.0,Declining,2582.0,5367.0,Rising,4.0,592.0,6.0,19598.0,2025-01-10,Low,Difficult,Poor infrastructure,6.0,8945.0,8945.0,2582.0,22.0,20.56,48.0,12.68,53.33,32.49,80.0,20,100,0.0,100.0,39.29,Low Potential,"Essential Services, Kirana, Mobile Recharge",14.0,36.57
AREA_081,Ranjit Avenue,Chandigarh,Urban,Commercial,140347.0,59.0,29.0,9.0,4,3,5.0,7.0,252.0,136.0,High,4.0,4,3.0,124.0,1149.0,43363.0,Declining,6205.0,26017.0,Stable,4.0,1426.0,29.0,38965.0,2025-01-08,Medium,Easy,Poor infrastructure,15.0,43363.0,43363.0,6205.0,97.0,90.65,320.0,84.54,73.33,78.08,80.0,20,60,10.61,89.39,70.72,High Potential,"Premium F&B, Tech Retail, Co-working",15.43,73.66
AREA_082,Lawrence Road,Mohali,Semi-Urban,Commercial,146994.0,24.0,14.0,9.0,6,2,3.0,3.0,101.0,55.0,Medium,3.0,3,2.0,67.0,518.0,17026.0,Declining,4495.0,10215.0,Stable,3.3,527.0,14.0,26243.0,2025-01-14,High,Moderate,Poor infrastructure,14.0,17026.0,17026.0,4495.0,47.0,43.93,128.5,33.95,53.33,56.56,66.0,20,30,11.11,88.89,42.28,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",21.78,47.99
AREA_083,Mall Road ASR,Amritsar,Semi-Urban,Mixed,146658.0,24.0,11.0,9.0,6,5,2.0,2.0,117.0,58.0,Medium,4.0,3,3.0,35.0,632.0,12541.0,Stable,3961.0,7524.0,Stable,3.7,310.0,11.0,18352.0,2025-01-05,Low,Easy,High rent,4.0,12541.0,12541.0,3961.0,44.0,41.12,146.0,38.57,66.67,49.84,74.0,60,100,7.69,92.31,57.55,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",15.38,54.47
AREA_084,Chheharta,Ludhiana,Semi-Urban,Commercial,144441.0,17.0,8.0,6.0,3,2,1.0,1.0,64.0,33.0,Medium,3.0,3,2.0,24.0,1409.0,15348.0,Declining,4700.0,9208.0,Stable,4.0,407.0,8.0,25807.0,2025-01-16,Low,Difficult,parking shortage,11.0,15348.0,15348.0,4700.0,31.0,28.97,80.5,21.27,53.33,59.14,80.0,20,100,5.56,94.44,45.72,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",17.89,51.09
AREA_085,Mall Road Shimla,Ambala,Rural,Residential,145305.0,12.0,2.0,3.0,4,3,3.0,1.0,44.0,30.0,Low,2.0,2,2.0,15.0,677.0,9736.0,Growing,2975.0,5841.0,Falling,3.3,1469.0,2.0,13552.0,2025-01-23,Low,Easy,parking shortage,14.0,9736.0,9736.0,2975.0,17.0,15.89,59.0,15.59,40.0,37.44,66.0,100,100,7.69,92.31,48.08,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",23.38,43.82
AREA_086,Lakkar Bazaar,Mohali,Semi-Urban,Commercial,,24.0,10.0,,2,5,,4.0,94.0,62.0,Medium,4.0,3,3.0,49.2,1122.2,20224.0,Declining,4286.0,,Stable,4.5,,,18721.0,2025-01-15,High,Easy,High rent,,20224.0,20224.0,4286.0,,,125.0,33.03,66.67,53.93,90.0,20,30,14.29,85.71000000000001,,Low Potential,"Essential Services, Kirana, Mobile Recharge",20.0,
AREA_087,Lower Bazaar,Ambala,Urban,Commercial,149276.0,53.0,33.0,5.0,9,6,3.0,4.0,244.0,166.0,High,4.0,5,3.0,158.0,1288.0,49140.0,Stable,6579.0,29484.0,Stable,3.3,1870.0,33.0,37169.0,2025-01-17,Medium,Easy,High rent,,49140.0,49140.0,6579.0,91.0,85.05,327.0,86.39,80.0,82.79,66.0,60,60,7.02,92.98,76.1,High Potential,"Premium F&B, Tech Retail, Co-working",10.91,78.78
AREA_088,Sanjauli,Amritsar,Semi-Urban,Mixed,,19.0,,,6,5,,1.0,107.0,58.0,Medium,,3,3.0,53.8,771.2,,Declining,,,Rising,,,,34284.0,,High,Easy,High rent,,16898.0,,,,,136.0,35.93,60.0,,,20,30,5.0,95.0,,Low Potential,"Essential Services, Kirana, Mobile Recharge",15.5,
AREA_089,Dhalli,Mohali,Urban,Commercial,143822.0,62.0,28.0,10.0,4,3,3.0,9.0,227.0,155.0,High,5.0,5,3.0,115.0,1337.0,40588.0,Declining,6234.0,24352.0,Stable,4.6,771.0,28.0,33240.0,2025-01-24,High,Moderate,Poor infrastructure,15.0,40588.0,40588.0,6234.0,100.0,93.46,304.5,80.45,86.67,78.44,92.0,20,30,12.68,87.32,70.79,High Potential,"Premium F&B, Tech Retail, Co-working",12.88,73.85
AREA_090,Baddi Industrial,Panchkula,Urban,Commercial,,52.0,,,8,4,,9.0,258.4,89.0,High,,5,3.0,108.2,831.0,,Declining,,,Falling,,,,36295.0,,High,Easy,High rent,,38797.0,,,,,302.9,80.03,80.0,,,20,30,14.75,85.25,,Low Potential,"Essential Services, Kirana, Mobile Recharge",16.32,
AREA_091,Nalagarh,Ludhiana,Semi-Urban,Mixed,147359.0,15.0,8.0,2.0,1,4,1.0,2.0,106.0,40.0,Medium,4.0,3,3.0,42.0,1389.0,20268.0,Declining,4839.0,12160.0,Rising,3.3,1696.0,8.0,33908.0,2025-01-06,High,Difficult,Poor infrastructure,14.0,20268.0,20268.0,4839.0,25.0,23.36,126.0,33.29,66.67,60.89,66.0,20,30,11.76,88.24,40.57,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.23,48.7
AREA_092,Parwanoo,Ludhiana,Semi-Urban,Commercial,145534.0,21.0,9.0,7.0,5,4,1.0,2.0,62.0,42.0,Medium,3.0,4,2.0,26.0,1319.0,19183.0,Declining,4276.0,11509.0,Rising,4.0,1006.0,9.0,18276.0,2025-01-27,Low,Easy,parking shortage,9.0,19183.0,19183.0,4276.0,37.0,34.58,83.0,21.93,60.0,53.81,80.0,20,100,8.7,91.3,47.32,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",18.09,49.92
AREA_093,Solan Town,Mohali,Urban,Commercial,,,,,4,5,,,245.2,135.0,Medium,6.0,4,,135.4,991.0,,Declining,,,Rising,,,,,,High,Easy,High rent,,38797.0,,,,,312.7,82.62,100.0,,,20,30,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_094,Kasauli,Panchkula,Semi-Urban,Commercial,141996.0,18.0,10.0,8.0,1,1,0.0,3.0,71.0,42.0,Medium,3.0,3,3.0,36.0,794.0,18023.0,Growing,3860.0,10813.0,Rising,4.1,945.0,10.0,26656.0,2025-01-28,Low,Difficult,High rent,12.0,18023.0,18023.0,3860.0,36.0,33.64,92.0,24.31,60.0,48.57,82.0,100,100,14.29,85.71000000000001,59.13,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",22.0,54.91
AREA_095,Karnal Market,Shimla,Semi-Urban,Mixed,149499.0,22.0,15.0,2.0,3,1,,1.0,84.0,38.0,Medium,3.0,3,2.0,42.0,1016.0,19243.0,Declining,4444.0,11545.0,Falling,4.7,1912.0,15.0,30895.0,2025-01-13,Low,Easy,High rent,,19243.0,19243.0,4444.0,39.0,36.45,103.0,27.21,53.33,55.92,94.0,20,100,4.35,95.65,49.3,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.05,51.95
AREA_096,Sector 13 Karnal,Karnal,Semi-Urban,Residential,148813.0,29.0,11.0,8.0,6,1,2.0,3.0,119.0,62.0,Medium,3.0,3,3.0,68.0,850.0,19425.0,Stable,3822.0,11655.0,Stable,3.6,2032.0,11.0,22367.0,2025-01-07,Low,Moderate,High rent,3.0,19425.0,19425.0,3822.0,48.0,44.86,150.0,39.63,60.0,48.09,72.0,60,100,9.38,90.62,57.08,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.57,53.48
AREA_097,Gharaunda,Panchkula,Urban,Mixed,,,,,8,3,,3.0,98.2,53.0,Medium,,4,,51.8,899.8,,Declining,,,Falling,,,,,,High,Easy,High rent,,28390.0,,,,,124.7,32.95,80.0,,,20,30,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_098,Nilokheri,Amritsar,Semi-Urban,Residential,149160.0,18.0,10.0,7.0,5,4,3.0,3.0,61.0,41.0,Medium,3.0,4,2.0,30.0,1028.0,20282.0,Declining,4022.0,12169.0,Falling,4.2,1105.0,10.0,28286.0,2025-01-12,Medium,Moderate,High rent,8.0,20282.0,20282.0,4022.0,35.0,32.71,81.5,21.53,60.0,50.61,84.0,20,60,14.29,85.71000000000001,42.89,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",22.0,45.98
AREA_099,Sector 17 Market Zone 2,Jalandhar,Rural,Residential,147347.0,5.0,4.0,3.0,1,2,0.0,0.0,46.0,16.0,Low,3.0,2,3.0,23.0,696.0,6344.0,Declining,2572.0,3806.0,Stable,3.9,1133.0,4.0,17489.0,2025-01-04,Low,Easy,High rent,6.0,6344.0,6344.0,2572.0,12.0,11.21,54.0,14.27,53.33,32.36,78.0,20,100,0.0,100.0,37.49,Low Potential,"Essential Services, Kirana, Mobile Recharge",14.0,35.44
AREA_100,Sector 22 Zone 2,Panchkula,Urban,Residential,142062.0,11.0,5.0,6.0,4,7,4.0,0.0,31.0,12.0,Medium,5.0,5,3.0,19.0,1311.0,5891.0,Growing,2270.0,3534.0,Rising,3.2,853.0,5.0,47766.0,2025-01-09,Low,Easy,parking shortage,,5891.0,5891.0,2440.0,22.0,20.56,37.0,9.78,86.67,28.56,64.0,100,100,0.0,100.0,53.7,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",4.0,43.64
AREA_101,Sector 35 Zone 2,Chandigarh,Semi-Urban,Commercial,142864.0,15.0,8.0,8.0,1,2,3.0,2.0,89.0,31.0,Medium,3.0,3,2.0,26.0,980.0,16768.0,Declining,4992.0,10060.0,Stable,4.1,600.0,8.0,30824.0,2025-01-04,Low,Difficult,parking shortage,7.0,16768.0,16768.0,4992.0,31.0,28.97,104.5,27.61,53.33,62.82,82.0,20,100,11.76,88.24,47.5,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",22.23,53.63
AREA_102,Sector 43 Zone 2,Zirakpur,Urban,Mixed,146416.0,27.0,17.0,8.0,4,6,3.0,4.0,144.0,81.0,Medium,5.0,5,3.0,88.0,847.0,34183.0,Declining,6194.0,20509.0,Rising,3.8,1984.0,17.0,33307.0,2025-01-02,Low,Moderate,parking shortage,5.0,34183.0,34183.0,6194.0,52.0,48.6,184.5,48.75,86.67,77.94,76.0,20,100,12.9,87.1,61.45,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",13.03,68.05
AREA_103,Sector 8 Zone 2,Panchkula,Semi-Urban,Mixed,143532.0,19.0,10.0,5.0,6,4,3.0,2.0,109.0,38.0,Medium,3.0,4,3.0,32.0,563.0,13419.0,Declining,3808.0,8051.0,Falling,4.0,409.0,10.0,27671.0,2025-01-07,Low,Easy,parking shortage,3.0,13419.0,13419.0,3808.0,34.0,31.78,128.0,33.82,66.67,47.92,80.0,20,100,9.52,90.48,49.19,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",16.66,48.68
AREA_104,Sector 15 Zone 2,Mohali,Urban,Commercial,143345.0,65.0,25.0,12.0,6,5,3.0,8.0,287.0,183.0,High,5.0,5,3.0,103.0,517.0,32926.0,Stable,7555.0,19755.0,Falling,3.4,2080.0,25.0,43908.0,2025-01-05,Low,Difficult,Low footfall,13.0,32926.0,32926.0,7555.0,102.0,95.33,378.5,100.0,86.67,95.07,68.0,60,100,10.96,89.03999999999999,87.27,High Potential,"Premium F&B, Tech Retail, Co-working",11.67,90.39
AREA_105,Sector 26 Zone 2,Zirakpur,Semi-Urban,Mixed,140645.0,19.0,15.0,9.0,1,2,3.0,3.0,69.0,39.0,Medium,4.0,4,3.0,30.0,927.0,21480.0,Declining,4751.0,12888.0,Falling,4.3,849.0,15.0,24339.0,2025-01-04,Low,Moderate,Poor infrastructure,12.0,21480.0,21480.0,4751.0,43.0,40.19,88.5,23.38,73.33,59.78,86.0,20,100,13.64,86.36,52.02,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.55,55.12
AREA_106,Sector 9 Zone 2,Solan,Semi-Urban,Residential,,15.0,9.0,,6,5,,1.0,108.0,43.0,Medium,4.0,4,2.0,43.2,867.4,21134.0,Declining,4574.0,,Falling,3.6,,,16767.0,2025-01-15,Low,Easy,High rent,,21134.0,21134.0,4574.0,,,129.5,34.21,66.67,57.56,72.0,20,100,6.25,93.75,,Low Potential,"Essential Services, Kirana, Mobile Recharge",14.37,
AREA_107,Sector 11 Zone 2,Solan,Rural,Commercial,140352.0,13.0,2.0,5.0,4,3,0.0,0.0,20.0,12.0,Low,3.0,3,2.0,9.0,503.0,8277.0,Growing,2222.0,4966.0,Rising,4.5,2023.0,2.0,19071.0,2025-01-16,Low,Difficult,Poor infrastructure,10.0,8277.0,8277.0,2440.0,20.0,18.69,26.0,6.87,53.33,27.96,90.0,100,100,0.0,100.0,50.33,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",14.0,41.38
AREA_108,Sector 19 Zone 2,Solan,Semi-Urban,Mixed,149309.0,23.0,11.0,9.0,3,1,2.0,3.0,102.0,45.0,Medium,4.0,3,3.0,37.0,1265.0,13720.0,Growing,4531.0,8232.0,Rising,4.0,311.0,11.0,32144.0,2025-01-09,Low,Easy,High rent,10.0,13720.0,13720.0,4531.0,43.0,40.19,124.5,32.89,66.67,57.02,80.0,100,100,11.54,88.46000000000001,63.8,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.08,61.09
AREA_109,Sector 20 Zone 2,Amritsar,Rural,Residential,149206.0,13.0,5.0,8.0,6,4,3.0,2.0,47.0,20.0,Low,3.0,2,2.0,23.0,934.0,5699.0,Declining,2892.0,3419.0,Falling,4.3,1966.0,5.0,12269.0,2025-01-09,High,Moderate,Poor infrastructure,2.0,5699.0,5845.0,2892.0,26.0,24.3,57.0,15.06,46.67,36.39,86.0,20,30,13.33,86.67,33.54,Low Potential,"Essential Services, Kirana, Mobile Recharge",25.33,34.68
AREA_110,Sector 34 Zone 2,Ludhiana,Semi-Urban,Commercial,145580.0,20.0,14.0,7.0,1,5,0.0,1.0,92.0,31.0,Medium,3.0,3,2.0,39.0,834.0,21047.0,Growing,3910.0,12628.0,Falling,3.7,879.0,14.0,34359.0,2025-01-10,Low,Difficult,Low footfall,2.0,21047.0,21047.0,3910.0,41.0,38.32,107.5,28.4,53.33,49.2,74.0,100,100,4.76,95.24,59.08,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",17.33,55.13
AREA_111,Sector 38 Zone 2,Zirakpur,Urban,Commercial,143739.0,55.0,34.0,6.0,6,3,5.0,9.0,273.0,92.0,High,5.0,5,4.0,132.0,858.0,43878.0,Stable,6781.0,26326.0,Stable,4.1,694.0,34.0,35076.0,2025-01-17,Medium,Moderate,parking shortage,,43878.0,43878.0,6781.0,95.0,88.79,319.0,84.28,93.33,85.33,82.0,60,60,14.06,85.94,80.37,High Potential,"Premium F&B, Tech Retail, Co-working",11.84,82.35
